booking_id,user_id,car_id,start_date,end_date,total_price,status,pickup_location,return_location,created_at
2018,72,1484,2025-10-30,2025-11-02,200.92,completed,Los Angeles,Los Angeles,2025-10-31 11:25:30.405816
2019,1559,1807,2025-10-30,2025-11-05,841.13,upcoming,Boston,Boston,2025-10-31 11:25:17.830893
2020,1568,1908,2025-10-30,2025-11-04,860.53,upcoming,Phoenix,Phoenix,2025-10-31 11:24:50.680633
2021,363,3027,2025-10-30,2025-11-04,413.5,upcoming,Boston,Boston,2025-10-31 11:24:12.156638
2022,283,129,2025-10-30,2025-11-02,351.57,upcoming,Seattle,Seattle,2025-10-31 11:25:01.926080
2023,522,8623,2025-10-30,2025-10-31,51.91,upcoming,Dallas,Dallas,2025-10-31 11:24:53.196709
2024,76,8332,2025-10-30,2025-11-01,138.82,completed,Los Angeles,Los Angeles,2025-10-31 11:23:42.836782
2025,1273,4801,2025-10-30,2025-11-05,717.36,upcoming,Atlanta,Atlanta,2025-10-31 11:22:14.020239
2026,297,891,2025-10-30,2025-11-06,1772.82,completed,Seattle,Seattle,2025-10-31 11:21:21.783643
2027,1483,4399,2025-10-30,2025-11-06,1208.99,completed,Chicago,Chicago,2025-10-31 11:22:53.031456
2028,1827,9295,2025-10-30,2025-11-01,98.16,completed,Miami,Miami,2025-10-31 11:26:12.789216
2029,895,6499,2025-10-30,2025-11-04,1031.39,upcoming,Los Angeles,Los Angeles,2025-10-31 11:24:41.331486
2030,1120,8799,2025-10-30,2025-11-05,516.04,completed,Miami,Miami,2025-10-31 11:26:47.858945
2031,1354,1102,2025-10-30,2025-11-02,271.43,completed,Seattle,Seattle,2025-10-31 11:21:54.617725
2032,797,6249,2025-10-30,2025-11-06,1601.5,completed,Dallas,Dallas,2025-10-31 11:23:33.702291
2033,1889,6655,2025-10-30,2025-11-05,369.61,completed,Los Angeles,Los Angeles,2025-10-31 11:26:07.110747
2034,302,7979,2025-10-30,2025-11-04,1379.13,upcoming,Atlanta,Atlanta,2025-10-31 11:24:18.181242
2035,148,4725,2025-10-30,2025-11-05,1160.67,completed,Phoenix,Phoenix,2025-10-31 11:26:44.841038
2036,1604,4463,2025-10-30,2025-11-05,738.21,completed,Miami,Miami,2025-10-31 11:21:51.850269
2037,1489,477,2025-10-30,2025-11-05,1018.67,completed,Dallas,Dallas,2025-10-31 11:25:05.270772
2038,777,8641,2025-10-30,2025-11-06,1189.07,completed,Denver,Denver,2025-10-31 11:26:20.779129
2039,799,291,2025-10-30,2025-11-06,1424.9,completed,Seattle,Seattle,2025-10-31 11:20:58.612891
2040,399,3209,2025-10-30,2025-11-06,1196.22,completed,New York,New York,2025-10-31 11:25:50.437895
2041,1188,7655,2025-10-30,2025-10-31,44.87,completed,Denver,Denver,2025-10-31 11:26:42.182245
2042,1263,3011,2025-10-30,2025-11-05,1011.35,completed,Atlanta,Atlanta,2025-10-31 11:24:12.874628
2043,1917,9707,2025-10-30,2025-11-06,1024.91,upcoming,Phoenix,Phoenix,2025-10-31 11:23:04.832316
2044,1945,6630,2025-10-30,2025-11-06,1389.7,completed,Atlanta,Atlanta,2025-10-31 11:26:39.754357
2045,1990,6100,2025-10-30,2025-11-04,786.58,completed,Seattle,Seattle,2025-10-31 11:21:04.009298
2046,947,7867,2025-10-30,2025-11-01,238.26,completed,Denver,Denver,2025-10-31 11:26:14.502499
2047,1066,9803,2025-10-30,2025-11-05,1207.84,upcoming,Boston,Boston,2025-10-31 11:21:25.308050
2048,317,5937,2025-10-30,2025-11-05,1081.54,completed,Chicago,Chicago,2025-10-31 11:25:08.124889
2049,221,6011,2025-10-30,2025-11-02,632.13,cancelled,Seattle,Seattle,2025-10-31 11:25:30.440972
2050,1691,4737,2025-10-30,2025-11-04,463.34,completed,Chicago,Chicago,2025-10-31 11:25:32.230505
2051,1204,8307,2025-10-30,2025-11-02,195.59,upcoming,Los Angeles,Los Angeles,2025-10-31 11:21:17.312801
2052,1058,1994,2025-10-30,2025-11-03,144.97,completed,New York,New York,2025-10-31 11:25:19.194875
2053,1758,6301,2025-10-30,2025-10-31,254.07,completed,Denver,Denver,2025-10-31 11:26:01.140761
2054,1024,8683,2025-10-30,2025-11-06,1428.24,completed,Boston,Boston,2025-10-31 11:25:29.805489
2055,1628,8062,2025-10-30,2025-11-01,426.45,cancelled,Denver,Denver,2025-10-31 11:22:56.939240
2056,1563,4565,2025-10-30,2025-11-04,376.54,upcoming,Denver,Denver,2025-10-31 11:25:51.021615
2057,631,5915,2025-10-30,2025-11-04,394.34,upcoming,Denver,Denver,2025-10-31 11:21:28.274687
2058,626,6525,2025-10-30,2025-11-02,867.96,upcoming,New York,New York,2025-10-31 11:26:11.302508
2059,539,937,2025-10-30,2025-11-06,1340.98,completed,Atlanta,Atlanta,2025-10-31 11:22:03.296434
2060,1697,9478,2025-10-30,2025-11-02,525.18,completed,Los Angeles,Los Angeles,2025-10-31 11:25:24.543243
2061,1312,9203,2025-10-30,2025-11-03,1092.23,completed,Denver,Denver,2025-10-31 11:23:45.578847
2062,1889,6905,2025-10-30,2025-11-04,178.7,completed,Dallas,Dallas,2025-10-31 11:21:11.542184
2063,1714,1567,2025-10-30,2025-11-01,146.53,completed,Atlanta,Atlanta,2025-10-31 11:23:12.927057
2064,1383,100,2025-10-30,2025-11-06,658.34,upcoming,Los Angeles,Los Angeles,2025-10-31 11:21:57.852485
2065,74,3182,2025-10-30,2025-11-02,404.23,completed,Los Angeles,Los Angeles,2025-10-31 11:21:20.793509
2066,928,6955,2025-10-30,2025-11-02,436.35,upcoming,Denver,Denver,2025-10-31 11:22:11.226619
2067,1851,1632,2025-10-30,2025-11-04,467.9,completed,Denver,Denver,2025-10-31 11:26:43.657917
2068,429,2234,2025-10-30,2025-11-05,624.47,completed,Phoenix,Phoenix,2025-10-31 11:25:17.620824
2069,1680,7377,2025-10-30,2025-11-04,242.07,completed,Seattle,Seattle,2025-10-31 11:24:30.040667
2070,994,7928,2025-10-30,2025-11-05,321.59,completed,Los Angeles,Los Angeles,2025-10-31 11:24:33.260508
2071,1674,8483,2025-10-30,2025-11-06,1454.27,completed,Dallas,Dallas,2025-10-31 11:26:30.747852
2072,1097,4845,2025-10-30,2025-11-01,286.14,completed,New York,New York,2025-10-31 11:20:56.549526
2073,1483,304,2025-10-30,2025-11-04,795.71,completed,Seattle,Seattle,2025-10-31 11:25:49.049194
2074,118,5481,2025-10-30,2025-11-01,77.75,upcoming,New York,New York,2025-10-31 11:22:11.413524
2075,76,9546,2025-10-30,2025-11-06,1471.71,completed,Dallas,Dallas,2025-10-31 11:26:17.211232
2076,1759,1568,2025-10-30,2025-11-05,580.44,completed,Chicago,Chicago,2025-10-31 11:24:52.695673
2077,885,586,2025-10-30,2025-11-06,909.95,completed,Chicago,Chicago,2025-10-31 11:21:46.937470
2078,1885,9217,2025-10-30,2025-11-03,366.9,cancelled,Atlanta,Atlanta,2025-10-31 11:26:02.340729
2079,775,5517,2025-10-30,2025-11-05,771.1,completed,Boston,Boston,2025-10-31 11:21:32.620345
2080,1080,8530,2025-10-30,2025-11-04,1132.11,cancelled,New York,New York,2025-10-31 11:25:15.774327
2081,1544,1408,2025-10-30,2025-11-06,752.19,cancelled,Dallas,Dallas,2025-10-31 11:22:01.075595
2082,144,9948,2025-10-30,2025-11-01,171.84,cancelled,New York,New York,2025-10-31 11:25:37.402471
2083,398,186,2025-10-30,2025-11-06,843.24,completed,Chicago,Chicago,2025-10-31 11:24:07.833148
2084,555,8858,2025-10-30,2025-11-05,1403.57,completed,Denver,Denver,2025-10-31 11:26:11.977342
2085,389,745,2025-10-30,2025-11-05,807.07,upcoming,Dallas,Dallas,2025-10-31 11:21:00.941598
2086,657,3780,2025-10-30,2025-10-31,167.5,completed,Los Angeles,Los Angeles,2025-10-31 11:21:11.065459
2087,948,9915,2025-10-30,2025-10-31,196.79,completed,Atlanta,Atlanta,2025-10-31 11:24:22.019435
2088,1949,6936,2025-10-30,2025-11-01,469.15,upcoming,Dallas,Dallas,2025-10-31 11:25:18.925855
2089,459,124,2025-10-30,2025-11-06,983.16,upcoming,New York,New York,2025-10-31 11:24:20.213721
2090,1117,6582,2025-10-30,2025-11-03,248.19,completed,Miami,Miami,2025-10-31 11:25:01.133847
2091,1276,7037,2025-10-30,2025-11-04,656.87,cancelled,Dallas,Dallas,2025-10-31 11:22:09.447417
2092,1733,7480,2025-10-30,2025-11-06,1606.66,completed,Chicago,Chicago,2025-10-31 11:24:23.605067
2093,1149,8697,2025-10-30,2025-11-04,602.86,completed,New York,New York,2025-10-31 11:23:03.657397
2094,1483,7947,2025-10-30,2025-11-06,1094.58,completed,New York,New York,2025-10-31 11:25:27.251378
2095,1436,6099,2025-10-30,2025-10-31,93.19,upcoming,Chicago,Chicago,2025-10-31 11:21:43.441135
2096,1217,587,2025-10-30,2025-11-02,629.04,completed,Atlanta,Atlanta,2025-10-31 11:24:23.942151
2097,1810,9486,2025-10-30,2025-11-06,679.99,upcoming,Boston,Boston,2025-10-31 11:23:33.265979
2098,1501,4725,2025-10-30,2025-11-06,1175.77,completed,Phoenix,Phoenix,2025-10-31 11:21:32.999742
2099,1425,1551,2025-10-30,2025-11-02,601.2,completed,Phoenix,Phoenix,2025-10-31 11:23:47.882433
2100,992,9902,2025-10-30,2025-11-04,310.27,upcoming,Atlanta,Atlanta,2025-10-31 11:24:22.166181
2101,1585,9194,2025-10-30,2025-11-02,869.4,completed,Miami,Miami,2025-10-31 11:25:19.889503
2102,1751,8303,2025-10-30,2025-11-04,915.1,upcoming,Denver,Denver,2025-10-31 11:25:57.587152
2103,1592,2836,2025-10-30,2025-11-03,425.03,cancelled,New York,New York,2025-10-31 11:25:26.424773
2104,1108,616,2025-10-30,2025-11-01,552.1,cancelled,Boston,Boston,2025-10-31 11:25:09.713341
2105,212,8995,2025-10-30,2025-10-31,82.13,completed,Chicago,Chicago,2025-10-31 11:23:02.781327
2106,16,4800,2025-10-30,2025-10-31,106.96,completed,Chicago,Chicago,2025-10-31 11:23:06.060591
2107,1054,3114,2025-10-30,2025-11-04,1312.74,completed,New York,New York,2025-10-31 11:21:51.423883
2108,1145,7818,2025-10-30,2025-11-05,966.39,completed,Los Angeles,Los Angeles,2025-10-31 11:22:39.628112
2109,1133,1122,2025-10-30,2025-11-01,80.28,completed,Atlanta,Atlanta,2025-10-31 11:25:43.718182
2110,1557,747,2025-10-30,2025-11-05,616.25,completed,Seattle,Seattle,2025-10-31 11:26:50.001037
2111,508,286,2025-10-30,2025-11-01,90.99,completed,New York,New York,2025-10-31 11:22:32.987225
2112,587,8682,2025-10-30,2025-11-06,592.04,completed,Chicago,Chicago,2025-10-31 11:25:16.963311
2113,660,9592,2025-10-30,2025-11-04,1203.64,upcoming,New York,New York,2025-10-31 11:22:19.566151
2114,1744,9423,2025-10-30,2025-11-01,460.6,completed,Denver,Denver,2025-10-31 11:26:03.258851
2115,1437,7398,2025-10-30,2025-11-03,240.73,completed,Los Angeles,Los Angeles,2025-10-31 11:23:10.138874
2116,1446,1639,2025-10-30,2025-11-06,1458.3,completed,Los Angeles,Los Angeles,2025-10-31 11:22:30.442565
2117,156,3926,2025-10-30,2025-11-04,1180.81,completed,Los Angeles,Los Angeles,2025-10-31 11:25:29.073675
2118,473,4107,2025-10-30,2025-10-31,141.09,completed,Atlanta,Atlanta,2025-10-31 11:23:36.563836
2119,921,565,2025-10-30,2025-11-03,711.41,completed,Denver,Denver,2025-10-31 11:22:24.224633
2120,304,3408,2025-10-30,2025-11-06,671.88,completed,Miami,Miami,2025-10-31 11:24:48.218651
2121,94,8158,2025-10-30,2025-11-06,1457.11,completed,Phoenix,Phoenix,2025-10-31 11:21:24.897743
2122,79,5462,2025-10-30,2025-11-01,163.33,completed,Miami,Miami,2025-10-31 11:23:02.491825
2123,847,6330,2025-10-30,2025-11-05,592.54,cancelled,Phoenix,Phoenix,2025-10-31 11:23:27.753196
2124,1167,1531,2025-10-30,2025-11-04,372.18,completed,Dallas,Dallas,2025-10-31 11:24:51.485120
2125,1867,612,2025-10-30,2025-11-04,403.54,upcoming,Seattle,Seattle,2025-10-31 11:21:05.750259
2126,801,7592,2025-10-30,2025-10-31,106.97,completed,Denver,Denver,2025-10-31 11:24:00.693933
2127,49,3864,2025-10-30,2025-11-04,1024.81,upcoming,Los Angeles,Los Angeles,2025-10-31 11:26:31.628045
2128,1480,7066,2025-10-30,2025-11-02,660.07,completed,Boston,Boston,2025-10-31 11:23:15.019708
2129,674,7395,2025-10-30,2025-11-01,208.99,completed,Chicago,Chicago,2025-10-31 11:24:32.249790
2130,310,3103,2025-10-30,2025-11-06,951.03,completed,Seattle,Seattle,2025-10-31 11:22:59.836927
2131,908,9048,2025-10-30,2025-11-01,180.37,cancelled,Los Angeles,Los Angeles,2025-10-31 11:23:30.113028
2132,895,8394,2025-10-30,2025-11-03,742.3,cancelled,Phoenix,Phoenix,2025-10-31 11:24:01.708303
2133,605,8926,2025-10-30,2025-11-06,403.53,completed,Denver,Denver,2025-10-31 11:23:13.363223
2134,1105,7764,2025-10-30,2025-11-03,188.56,cancelled,Phoenix,Phoenix,2025-10-31 11:26:38.841757
2135,97,6975,2025-10-30,2025-11-04,990.44,completed,New York,New York,2025-10-31 11:24:01.358912
2136,442,3183,2025-10-30,2025-11-01,188.3,completed,Atlanta,Atlanta,2025-10-31 11:21:52.552219
2137,1550,2036,2025-10-30,2025-11-05,1167.5,completed,New York,New York,2025-10-31 11:23:28.441260
2138,1561,9604,2025-10-30,2025-11-06,1139.02,cancelled,New York,New York,2025-10-31 11:23:21.252869
2139,365,7339,2025-10-30,2025-11-06,907.49,cancelled,Los Angeles,Los Angeles,2025-10-31 11:24:09.241101
2140,948,1101,2025-10-30,2025-11-02,569.98,completed,Miami,Miami,2025-10-31 11:24:06.698998
2141,1932,9982,2025-10-30,2025-11-04,701.17,completed,Chicago,Chicago,2025-10-31 11:25:46.973855
2142,922,417,2025-10-30,2025-11-06,919.97,upcoming,Boston,Boston,2025-10-31 11:20:55.143932
2143,195,9703,2025-10-30,2025-11-03,613.83,cancelled,Dallas,Dallas,2025-10-31 11:24:28.802099
2144,473,9848,2025-10-30,2025-11-06,1403.56,cancelled,New York,New York,2025-10-31 11:21:52.449873
2145,465,7387,2025-10-30,2025-11-01,154.88,completed,Boston,Boston,2025-10-31 11:26:28.387898
2146,1884,7272,2025-10-30,2025-11-05,1491.25,completed,Atlanta,Atlanta,2025-10-31 11:23:48.705106
2147,880,7245,2025-10-30,2025-11-03,1090.65,completed,Atlanta,Atlanta,2025-10-31 11:22:48.548063
2148,115,7327,2025-10-30,2025-11-01,250.46,upcoming,Boston,Boston,2025-10-31 11:24:49.922762
2149,36,2067,2025-10-30,2025-11-01,282.15,completed,Seattle,Seattle,2025-10-31 11:24:12.301774
2150,728,4970,2025-10-30,2025-10-31,221.66,cancelled,Los Angeles,Los Angeles,2025-10-31 11:22:50.299255
2151,418,8114,2025-10-30,2025-11-03,815.03,cancelled,Seattle,Seattle,2025-10-31 11:24:22.048175
2152,1846,7060,2025-10-30,2025-10-31,103.72,completed,Seattle,Seattle,2025-10-31 11:24:30.928415
2153,848,6574,2025-10-30,2025-11-02,776.07,completed,Dallas,Dallas,2025-10-31 11:22:42.973497
2154,1409,8137,2025-10-30,2025-11-03,169.95,completed,Atlanta,Atlanta,2025-10-31 11:21:53.556620
2155,1586,6212,2025-10-30,2025-11-04,310.42,completed,New York,New York,2025-10-31 11:25:47.529639
2156,1290,3892,2025-10-30,2025-10-31,40.48,completed,Chicago,Chicago,2025-10-31 11:24:51.375769
2157,1433,1472,2025-10-30,2025-10-31,185.3,completed,Atlanta,Atlanta,2025-10-31 11:25:37.743747
2158,521,4941,2025-10-30,2025-11-04,752.87,cancelled,Phoenix,Phoenix,2025-10-31 11:22:38.535052
2159,204,9594,2025-10-30,2025-11-06,589.29,completed,Atlanta,Atlanta,2025-10-31 11:26:03.173965
2160,1825,7184,2025-10-30,2025-10-31,234.97,completed,New York,New York,2025-10-31 11:21:25.363127
2161,295,4647,2025-10-30,2025-11-06,196.13,upcoming,Los Angeles,Los Angeles,2025-10-31 11:24:36.132924
2162,430,2954,2025-10-30,2025-11-05,765.4,completed,New York,New York,2025-10-31 11:26:22.570270
2163,872,2397,2025-10-30,2025-11-02,648.0,completed,Los Angeles,Los Angeles,2025-10-31 11:26:06.534836
2164,1242,8638,2025-10-30,2025-11-05,1749.58,completed,Seattle,Seattle,2025-10-31 11:24:01.355434
2165,605,2861,2025-10-30,2025-11-06,1444.47,completed,Dallas,Dallas,2025-10-31 11:24:39.706411
2166,1992,7225,2025-10-30,2025-10-31,189.58,completed,Dallas,Dallas,2025-10-31 11:22:26.019027
2167,1308,981,2025-10-30,2025-11-05,1311.81,upcoming,Chicago,Chicago,2025-10-31 11:25:50.947432
2168,1095,7445,2025-10-30,2025-11-02,376.31,completed,Boston,Boston,2025-10-31 11:24:39.198736
2169,1392,4614,2025-10-30,2025-11-06,998.04,cancelled,Seattle,Seattle,2025-10-31 11:24:02.077421
2170,1738,5239,2025-10-30,2025-10-31,235.93,completed,Chicago,Chicago,2025-10-31 11:21:31.948900
2171,1885,3948,2025-10-30,2025-10-31,65.17,cancelled,Seattle,Seattle,2025-10-31 11:21:59.106141
2172,544,2049,2025-10-30,2025-10-31,83.08,completed,Seattle,Seattle,2025-10-31 11:22:06.696170
2173,946,6739,2025-10-30,2025-11-02,247.82,cancelled,Phoenix,Phoenix,2025-10-31 11:21:02.644557
2174,652,5744,2025-10-30,2025-11-02,669.27,completed,Atlanta,Atlanta,2025-10-31 11:22:47.552991
2175,1749,5206,2025-10-30,2025-11-02,766.94,upcoming,New York,New York,2025-10-31 11:24:20.084780
2176,1864,5584,2025-10-30,2025-11-06,1913.09,completed,Phoenix,Phoenix,2025-10-31 11:23:33.503932
2177,54,7418,2025-10-30,2025-11-04,710.12,completed,Denver,Denver,2025-10-31 11:21:33.579405
2178,680,2408,2025-10-30,2025-11-02,405.32,cancelled,Los Angeles,Los Angeles,2025-10-31 11:26:28.899241
2179,1190,3800,2025-10-30,2025-11-03,512.32,completed,Seattle,Seattle,2025-10-31 11:21:03.416974
2180,1398,4715,2025-10-30,2025-11-02,464.06,completed,Dallas,Dallas,2025-10-31 11:24:04.913849
2181,1873,8411,2025-10-30,2025-11-03,660.32,completed,Atlanta,Atlanta,2025-10-31 11:22:32.201742
2182,1286,8755,2025-10-30,2025-11-05,802.96,completed,Boston,Boston,2025-10-31 11:23:18.192834
2183,346,5739,2025-10-30,2025-11-06,1405.75,cancelled,Dallas,Dallas,2025-10-31 11:23:54.056441
2184,1973,5493,2025-10-30,2025-11-05,782.36,completed,Atlanta,Atlanta,2025-10-31 11:24:42.295809
2185,316,8903,2025-10-30,2025-11-02,835.7,completed,Los Angeles,Los Angeles,2025-10-31 11:22:35.235934
2186,1273,5473,2025-10-30,2025-11-04,149.84,completed,Seattle,Seattle,2025-10-31 11:24:55.905612
2187,1705,1035,2025-10-30,2025-10-31,72.39,completed,Boston,Boston,2025-10-31 11:25:27.385460
2188,1457,2608,2025-10-30,2025-11-05,761.58,completed,Atlanta,Atlanta,2025-10-31 11:24:26.582149
2189,684,3166,2025-10-30,2025-11-02,514.96,cancelled,Los Angeles,Los Angeles,2025-10-31 11:26:19.671271
2190,585,9676,2025-10-30,2025-10-31,146.07,completed,Atlanta,Atlanta,2025-10-31 11:21:18.148824
2191,586,4829,2025-10-30,2025-11-04,1045.77,completed,Seattle,Seattle,2025-10-31 11:20:57.019740
2192,1685,606,2025-10-30,2025-11-05,433.64,upcoming,Denver,Denver,2025-10-31 11:25:02.006408
2193,264,9408,2025-10-30,2025-11-05,271.2,completed,Chicago,Chicago,2025-10-31 11:24:11.431538
2194,1020,5551,2025-10-30,2025-11-04,551.5,completed,Phoenix,Phoenix,2025-10-31 11:22:28.709957
2195,1466,3630,2025-10-30,2025-11-05,914.77,cancelled,Phoenix,Phoenix,2025-10-31 11:24:09.783245
2196,1981,5458,2025-10-30,2025-11-04,677.59,completed,Phoenix,Phoenix,2025-10-31 11:25:51.886517
2197,744,7298,2025-10-30,2025-10-31,110.41,completed,Miami,Miami,2025-10-31 11:25:41.961107
2198,549,8959,2025-10-30,2025-11-05,586.86,completed,Boston,Boston,2025-10-31 11:21:32.302645
2199,66,4783,2025-10-30,2025-11-04,274.11,completed,Miami,Miami,2025-10-31 11:25:06.680106
2200,1455,4711,2025-10-30,2025-11-02,262.21,completed,Seattle,Seattle,2025-10-31 11:25:55.472085
2201,1041,8614,2025-10-30,2025-11-05,1363.63,upcoming,Seattle,Seattle,2025-10-31 11:25:21.626690
2202,518,3949,2025-10-30,2025-11-02,287.15,upcoming,New York,New York,2025-10-31 11:22:54.076948
2203,714,6587,2025-10-30,2025-11-04,777.61,upcoming,Phoenix,Phoenix,2025-10-31 11:24:28.671203
2204,1996,374,2025-10-30,2025-11-04,663.01,completed,Atlanta,Atlanta,2025-10-31 11:24:34.347881
2205,1598,1774,2025-10-30,2025-11-03,583.0,completed,New York,New York,2025-10-31 11:21:16.015840
2206,445,6837,2025-10-30,2025-11-02,265.49,upcoming,Denver,Denver,2025-10-31 11:23:17.617517
2207,156,3914,2025-10-30,2025-10-31,212.33,completed,Chicago,Chicago,2025-10-31 11:22:55.461418
2208,151,1999,2025-10-30,2025-11-02,390.73,upcoming,Dallas,Dallas,2025-10-31 11:26:13.277531
2209,1601,2374,2025-10-30,2025-11-04,1099.6,upcoming,Miami,Miami,2025-10-31 11:24:46.017476
2210,1652,8996,2025-10-30,2025-11-06,1223.59,completed,Boston,Boston,2025-10-31 11:24:48.695085
2211,699,3626,2025-10-30,2025-11-05,1557.02,upcoming,Chicago,Chicago,2025-10-31 11:21:24.799441
2212,1262,7181,2025-10-30,2025-11-04,1250.22,completed,Los Angeles,Los Angeles,2025-10-31 11:26:27.318377
2213,1075,5901,2025-10-30,2025-11-01,437.3,completed,Denver,Denver,2025-10-31 11:23:08.511598
2214,1897,4240,2025-10-30,2025-11-04,180.52,completed,Miami,Miami,2025-10-31 11:22:11.467587
2215,236,5177,2025-10-30,2025-11-04,639.8,completed,New York,New York,2025-10-31 11:23:56.193553
2216,1596,8337,2025-10-30,2025-11-03,965.7,upcoming,New York,New York,2025-10-31 11:24:14.559333
2217,508,1233,2025-10-30,2025-11-01,84.06,completed,Los Angeles,Los Angeles,2025-10-31 11:25:40.658129
2218,1277,281,2025-10-30,2025-11-01,509.83,cancelled,Dallas,Dallas,2025-10-31 11:21:21.081242
2219,1629,6602,2025-10-30,2025-11-05,494.58,cancelled,New York,New York,2025-10-31 11:25:45.918795
2220,680,3078,2025-10-30,2025-11-01,361.45,completed,Dallas,Dallas,2025-10-31 11:24:32.851056
2221,725,9264,2025-10-30,2025-11-02,128.61,completed,Dallas,Dallas,2025-10-31 11:24:26.329550
2222,1610,6070,2025-10-30,2025-11-01,165.07,completed,Phoenix,Phoenix,2025-10-31 11:26:29.414394
2223,217,5594,2025-10-30,2025-11-06,1325.24,upcoming,New York,New York,2025-10-31 11:22:06.001084
2224,1855,750,2025-10-30,2025-10-31,31.74,upcoming,Dallas,Dallas,2025-10-31 11:26:01.260920
2225,1624,2295,2025-10-30,2025-11-01,456.68,completed,Los Angeles,Los Angeles,2025-10-31 11:21:07.495234
2226,1091,1352,2025-10-30,2025-11-03,255.5,completed,New York,New York,2025-10-31 11:23:02.273353
2227,848,4874,2025-10-30,2025-11-03,136.75,completed,Boston,Boston,2025-10-31 11:21:16.481633
2228,1817,3571,2025-10-30,2025-11-04,596.19,completed,Phoenix,Phoenix,2025-10-31 11:23:16.569649
2229,1371,6181,2025-10-30,2025-11-05,933.37,completed,Boston,Boston,2025-10-31 11:26:51.901951
2230,1001,7897,2025-10-30,2025-11-06,1644.52,completed,Atlanta,Atlanta,2025-10-31 11:22:42.644788
2231,1139,5338,2025-10-30,2025-11-04,457.39,upcoming,Dallas,Dallas,2025-10-31 11:22:42.421968
2232,823,6852,2025-10-30,2025-11-04,984.91,completed,Phoenix,Phoenix,2025-10-31 11:23:00.217002
2233,1426,9307,2025-10-30,2025-11-04,1109.19,completed,Chicago,Chicago,2025-10-31 11:21:59.891282
2234,1787,4123,2025-10-30,2025-11-01,300.02,upcoming,Seattle,Seattle,2025-10-31 11:23:07.132841
2235,1625,5964,2025-10-30,2025-11-01,485.14,completed,Denver,Denver,2025-10-31 11:24:06.389352
2236,495,1913,2025-10-30,2025-11-05,433.04,upcoming,Dallas,Dallas,2025-10-31 11:23:08.108373
2237,1116,3137,2025-10-30,2025-11-05,486.23,upcoming,Seattle,Seattle,2025-10-31 11:22:56.382978
2238,605,3996,2025-10-30,2025-11-04,471.07,upcoming,New York,New York,2025-10-31 11:23:59.381883
2239,1048,4531,2025-10-30,2025-11-06,1102.59,upcoming,Denver,Denver,2025-10-31 11:24:35.697297
2240,914,8605,2025-10-30,2025-11-06,1411.16,cancelled,New York,New York,2025-10-31 11:22:57.356652
2241,618,1643,2025-10-30,2025-11-02,548.2,upcoming,Chicago,Chicago,2025-10-31 11:24:39.777914
2242,1572,5873,2025-10-30,2025-11-05,732.98,completed,Chicago,Chicago,2025-10-31 11:22:56.367080
2243,621,3639,2025-10-30,2025-11-02,101.88,cancelled,Chicago,Chicago,2025-10-31 11:25:38.215878
2244,1955,7928,2025-10-30,2025-10-31,56.25,upcoming,Los Angeles,Los Angeles,2025-10-31 11:20:59.795177
2245,31,3560,2025-10-30,2025-11-02,612.3,cancelled,New York,New York,2025-10-31 11:25:25.045294
2246,1089,8288,2025-10-30,2025-11-02,218.66,completed,Denver,Denver,2025-10-31 11:22:42.647680
2247,301,7495,2025-10-30,2025-11-06,1416.32,completed,Boston,Boston,2025-10-31 11:21:01.166055
2248,875,9746,2025-10-30,2025-11-02,131.27,upcoming,New York,New York,2025-10-31 11:24:07.333253
2249,72,4263,2025-10-30,2025-11-02,186.1,completed,Atlanta,Atlanta,2025-10-31 11:21:42.454788
2250,1711,9256,2025-10-30,2025-11-03,984.92,completed,New York,New York,2025-10-31 11:21:56.081359
2251,840,7752,2025-10-30,2025-11-06,1194.89,completed,Phoenix,Phoenix,2025-10-31 11:25:19.251948
2252,925,7531,2025-10-30,2025-11-03,868.53,upcoming,Phoenix,Phoenix,2025-10-31 11:22:10.424512
2253,1758,1078,2025-10-30,2025-11-06,311.47,completed,Atlanta,Atlanta,2025-10-31 11:21:21.793513
2254,1514,6201,2025-10-30,2025-11-03,795.3,upcoming,Dallas,Dallas,2025-10-31 11:26:10.112679
2255,773,447,2025-10-30,2025-10-31,57.06,cancelled,Boston,Boston,2025-10-31 11:24:13.215474
2256,308,773,2025-10-30,2025-11-06,1543.48,cancelled,Boston,Boston,2025-10-31 11:22:18.568135
2257,1112,7966,2025-10-30,2025-11-04,1336.26,completed,Chicago,Chicago,2025-10-31 11:21:00.647903
2258,1009,3879,2025-10-30,2025-11-06,1051.71,completed,New York,New York,2025-10-31 11:26:33.802145
2259,1086,3770,2025-10-30,2025-10-31,243.26,completed,New York,New York,2025-10-31 11:26:24.680858
2260,301,4397,2025-10-30,2025-11-03,905.85,completed,Phoenix,Phoenix,2025-10-31 11:24:03.179245
2261,589,3504,2025-10-30,2025-11-01,293.38,completed,Dallas,Dallas,2025-10-31 11:24:07.094833
2262,1792,8442,2025-10-30,2025-10-31,42.77,completed,New York,New York,2025-10-31 11:21:31.861845
2263,581,8840,2025-10-30,2025-11-04,1195.12,upcoming,Phoenix,Phoenix,2025-10-31 11:21:45.587238
2264,1002,3769,2025-10-30,2025-11-06,709.27,cancelled,Dallas,Dallas,2025-10-31 11:21:57.389774
2265,737,4385,2025-10-30,2025-11-05,315.39,completed,Atlanta,Atlanta,2025-10-31 11:21:45.835818
